platform, song, url
spotify, "Happy Birthday Shigeru, Shigeroo, Shigiru, Shiguru", https://open.spotify.com/track/6BsSSmIzNJL3Pzyxw1QUos
spotify, "Happy Birthday Shoshana, Shoshanah, Shoshannah, Shoshanna, Shoshan, Shoshaneh", https://open.spotify.com/track/6CTKwtkVpNJuu2O0xsNeiP
spotify, "Happy Birthday Teva, Tevah, Tevva", https://open.spotify.com/track/4e61vD9CSaykLmFkVNmUk5
spotify, "Happy Birthday Yemi, Yemmie, Yemy, Yemie, Yehmi", https://open.spotify.com/track/5qQf8PEBhYSj6eI4p1nrrY
spotify, "Happy Birthday Yossi, Yosi, Yosee, Yosey", https://open.spotify.com/track/3RMInJht5vw2JoyIOvriaE
spotify, "Happy Birthday Yvan, Yvann, Evann, Ewan", https://open.spotify.com/track/5NGOJAbqyPGr9Citxc1OFP
spotify, "Happy Birthday Zalman", https://open.spotify.com/track/1d86d6GoqmKemTb9qGcTMn
spotify, "Happy Birthday Amar, Amaar, Ammar, Amarr, Aamar, Aammar", https://open.spotify.com/track/6q05WwgqCzu3zZTpVjWpKw
spotify, "Happy Birthday Aziz, Azeez, Azez, Azees, Azyz, Azis, Aziez, Azziz", https://open.spotify.com/track/5NlETqjt06fKrBYLgBcHkS
spotify, "Happy Birthday Blessing", https://open.spotify.com/track/2fy9vvJ7VdRNSZYIeCgCpw
spotify, "Happy Birthday Claudio, Klaudio, Claudiu", https://open.spotify.com/track/50RDEQ6AScn8YBKqnUMWdc
spotify, "Happy Birthday Fred, Fredd", https://open.spotify.com/track/7DS0Go1NtMUtTu0S94Wotg
spotify, "Happy Birthday Guadalupe, Guadeloupe, Guadalupeh, Guadelupe, Gwadalupe, Guadeloupi, Guadeloupee, Gudalupe", https://open.spotify.com/track/60hDCZkKYA6IBALtb135uB
spotify, "Happy Birthday Guoqiang, Guo Qiang, Kwok-Keung, Kok Chiang, Kuo-chiang, Kwok Cheung, Guochiang, Guoqang, Gwok-Keung, Koo Chiang", https://open.spotify.com/track/3nJyBkACAOywxjkcw2VCqn
spotify, "Happy Birthday Hari", https://open.spotify.com/track/0Xr8smcAxpN85td3vdlFW9
spotify, "Happy Birthday Hongyan, Hong Yan, Hongyen, Hungyan, Hungyen, Hongiyan, Hong-yan, Honqyan, Honyan", https://open.spotify.com/track/2PQCPV9Bv1UQIumQMsLKg1
spotify, "Happy Birthday Hossein, Hossain, Houssein, Hossayn, Hosein", https://open.spotify.com/track/67d40CUH3xBNpFG8n7o3OJ
spotify, "Happy Birthday Ilya, Ilia, Illya, Elia, Elya, Iliya, Illia, Ilyah, Ilja, Illja", https://open.spotify.com/track/1txLnRSv6ZMjBjZTemFQSi
spotify, "Happy Birthday Josefa, Josiefa, Josifa, Jozefa, Josepha", https://open.spotify.com/track/3btTnFDZy3SzioFjiqG4YR
spotify, "Happy Birthday Karina, Carina, Kareena, Karinna, Karena, Carinna", https://open.spotify.com/track/6qeOXo2B6XkESfAT8wizvm
spotify, "Happy Birthday Kavita, Kavitha, Kaveta, Cavita, Cavitah, Kabita, Kavitah, Kavitta, Kaavita", https://open.spotify.com/track/1Eu0tOed4sS5iYb8Pjt1nQ
spotify, "Happy Birthday Konstantin, Constantin, Konstantine, Constantine, Konstantyn, Konstantijn, Kostantin", https://open.spotify.com/track/3IOtBxxxF9muoRV5VpqHkc
spotify, "Happy Birthday Leticia, Letitia, Letizia, Laetitia, Latisia, Letycia, Leticja, Letícia, Latisha, Letica", https://open.spotify.com/track/1g1hwsydWpK6zPTYXJfmU6
spotify, "Happy Birthday Mahendra, Mahindra, Muhendra, Mahaendra", https://open.spotify.com/track/1HoQ5tFUbsnddp5LqvvIl1
spotify, "Happy Birthday Martina, Martyna, Martena, Marteena, Marteina, Martiena, Martiina", https://open.spotify.com/track/23vmbnR7DIcRHZj4FWx6GI
spotify, "Happy Birthday Narayan, Narain, Naraian, Narayann, Naraiyan", https://open.spotify.com/track/71Y4v3YXJiM3r12mQzZHNk
spotify, "Happy Birthday Naseem, Nazeem, Nazeam, Nasim, Nacim, Nasseem, Nassim, Naseam, Nasehm", https://open.spotify.com/track/3KMLrvuSGp6SBG3lCy2dVo
spotify, "Happy Birthday Nasir, Nasir, Naseer, Nasser, Nazeer, Nasear, Nassir, Naseir, Naceer", https://open.spotify.com/track/1OL49YJywek4mAJisPZTWb
spotify, "Happy Birthday Pascal, Pascale, Paschal, Pascual, Pasquale, Paskal, Pascalle, Pasqual, Pascuale", https://open.spotify.com/track/14aFfHH6fFWcn8l6p2QjWD
spotify, "Happy Birthday Pramod, Pramode, Pramood, Pramoodh", https://open.spotify.com/track/6NzRcBpL5uNT5HEWJT7wzu
spotify, "Happy Birthday Sabina, Sabeena, Sabyna, Sabeana, Sabena", https://open.spotify.com/track/6TnYcVXX6ODv0DqD1EocFL
spotify, "Happy Birthday Salah, Sallah", https://open.spotify.com/track/0u3ousbe56bsaOKxTSmcNL
spotify, "Happy Birthday Salim, Saleem", https://open.spotify.com/track/3VG4zalGqocW7rSE3twBIS
spotify, "Happy Birthday Surendra, Suryendra, Surendhra, Sarendra", https://open.spotify.com/track/3ptdhBBD2BZs46wtEF8Szs
spotify, "Happy Birthday Tamara, Tamarra, Tammara, Tamarah", https://open.spotify.com/track/57a4XQW77G63aVHIoOrZOu
spotify, "Happy Birthday Tania, Taniya, Tanya, Tonya, Tanea, Tanja, Taneeya, Tahnya, Taneia, Taniah", https://open.spotify.com/track/3UfWWs9PfiBXox2y5dvfgV
spotify, "Happy Birthday Tina, Tyna, Teena, Teenah, Tena, Tiina, Teana, Tiena", https://open.spotify.com/track/5mlI0DRuRRlmyIZybI90ud
spotify, "Happy Birthday Tong, Thong, Tung, Taung", https://open.spotify.com/track/0joULaoJ2hYPlDZp1Tfq2p
spotify, "Happy Birthday Tony, Toni, Tonie, Tonee, Tonny, Toney, Tonni, Tonnee, Tonnie", https://open.spotify.com/track/6BVzvJWJmHZA4fcLM9MAfP
spotify, "Happy Birthday Vicente", https://open.spotify.com/track/2zXT7aznT1PmNkC1qKewEf
spotify, "Happy Birthday Xiaoyu, Xiao Yu, Shiao Yu, Hsiao Yu, Siaoyu, Siao Yu, Shaoyu, Syaoyu, Siaw Yu, Hsiaoyu", https://open.spotify.com/track/6nfWDUg2BDWONBttvP8lVR
spotify, "Happy Birthday Zhihua, Zhi Hua, Chihua, Cheehua, Chih Hua, Jihua, Jeehua, Zheehua, Zihua, Zehua", https://open.spotify.com/track/5jNFXAXC7fPxKb5nwtKQhR
spotify, "Happy Birthday Abbas, Abas, A'bas, Abbass, Abase, Abbes, Abaas, Abaz, A'baas", https://open.spotify.com/track/6dDd6Pbi387ZKiNYpcyk7P
spotify, "Happy Birthday Adamu, Addamu, Adhamu, Ademu, Adamou, Adomu", https://open.spotify.com/track/5BArmInWumGz5PiJasD94q
spotify, "Happy Birthday Andreas, Andreass, Andreus, Andreos, Andrius, Andreyas, Andriyas, Andreasz, Andreás, Andreeas", https://open.spotify.com/track/1YqunbZhdANOWWhm3KtOu6
spotify, "Happy Birthday Andres, Andrez, Andris, Aindreas, Andrus", https://open.spotify.com/track/36WAh7uRIwxKB7zIcPTM9T
spotify, "Happy Birthday Chunyan, Choon Yan, Chunian, Chuniyan, Chunyen, Choon Yen, Chunienne, Choon Yan, Chunyann, Chooniann", https://open.spotify.com/track/6RCMk0r1QW7YYyO8cw0UDu
spotify, "Happy Birthday Dominique, Dominik, Domenique, Domenik, Dominiq, Dominyk", https://open.spotify.com/track/6ESK3exjvfQu2fWEnEOA0x
spotify, "Happy Birthday Dung, Doungh", https://open.spotify.com/track/21rmtD3Pn3cLrXKUzveCZN
spotify, "Happy Birthday Elsa, Elsah, Ellsa, Elsaa, Elsah", https://open.spotify.com/track/0zvOZpbImpi9qgtxtc21qS
spotify, "Happy Birthday Enrique", https://open.spotify.com/track/2xfYu6agErzkuzi8wLBkaO
spotify, "Happy Birthday Guillermo, Guilermo, Gilermo, Guiermo, Gwilhermo, Guimelmo", https://open.spotify.com/track/2xkZC87bwkGCPGoHAIhsU6
spotify, "Happy Birthday Helena, Hellena", https://open.spotify.com/track/5k7qNMG03AuvnT3PtFpJch
spotify, "Happy Birthday Jinhua, Jin Hua, Jinghua, Jinwa, Jinwah, Jynhua, Ginhua, Chin Hua, Jeanhua, Jinhwah", https://open.spotify.com/track/4LXczxvTWbA9yBYfUz1O7x
spotify, "Happy Birthday Jitendra, Jitendera, Jeetendra", https://open.spotify.com/track/5CjjGFnPm1zhlQgllVHnLs
spotify, "Happy Birthday Lidia, Lydia, Lídia, Lydiah, Lydiaa, Lidiya, Lideia, Lidiyah", https://open.spotify.com/track/6cflV6TIKLf6uQHpuylJ8x
spotify, "Happy Birthday Luisa, Louisa, Luiza, Lluisa, Luisah, Luesa, Luyza, Lweza", https://open.spotify.com/track/0qZ5Kfp7DcEX6OJTIsAfNJ
spotify, "Happy Birthday Mai", https://open.spotify.com/track/1f4hbioTa2gS2A9KN02WTe
spotify, "Happy Birthday Man, Mann, Mannh, Mhan, Maan", https://open.spotify.com/track/3pZIzwRBa8MSW4l472UFNw
spotify, "Happy Birthday Mariana, Marianna, Maryana, Maryanna, Marijana, Mariyana", https://open.spotify.com/track/6K5NfJkdDH7Gk2C8mEDTmf
spotify, "Happy Birthday Oleg", https://open.spotify.com/track/0k5eHm2z496EbSfkyBTNO8
spotify, "Happy Birthday Philippe, Philipp, Filip, Felipe, Filippe, Philippeh", https://open.spotify.com/track/4Uxc0sut3k0DZ5P0GyXByn
spotify, "Happy Birthday Prakash, Prakas, Prakaash, Prackash, Prakhash, Prakasch, Prakassh", https://open.spotify.com/track/5N1uKULrnCCJMcIU14O5R0
spotify, "Happy Birthday Ruslan, Rousslan, Rouslan, Ruslanh, Russlan, Rooslan, Ruslann, Ruslen", https://open.spotify.com/track/5H6SRYwiYTzY0Eeh6QSGNo
spotify, "Happy Birthday Samir, Sameer, Samiir, Samyr, Samier, Samyir", https://open.spotify.com/track/43y461LTdQkVjBnxaTt43O
spotify, "Happy Birthday Sarita, Sareeta, Saritta, Saritha, Sareetha, Saritah", https://open.spotify.com/track/6dlsVFLfJajGuGgYf9eeTX
spotify, "Happy Birthday Saroj, Sarroj, Sarodj, Saronj, Sarruj, Sarodzh, Seroj, Sarooj", https://open.spotify.com/track/6vgA1sO3k79BT8DXym0RDQ
spotify, "Happy Birthday Serhei", https://open.spotify.com/track/7w3eypBYnv2AcRSrn55b7c
spotify, "Happy Birthday Shiv, Sheev, Shiev", https://open.spotify.com/track/7oRuqSJ77uv4qYRulCuxSo
spotify, "Happy Birthday Song, Sung, Seong, Seung, Soong, Seng, Son, Sung", https://open.spotify.com/track/1tQAYG3LCY93FzSsp8dLqi
spotify, "Happy Birthday Susana, Susanna, Suzana, Susanah, Susannah, Suzzana, Suzanna, Souzana", https://open.spotify.com/track/3J00HXADwB5j6iLKisaCRN
spotify, "Happy Birthday Thu, Thoo, Thuu, Thư, Thuh, Thuwe, Tho, Thue", https://open.spotify.com/track/2d3botjYMAeyrc6lHB7o7c
spotify, "Happy Birthday Vanessa, Vannessa, Venessa, Vanisa, Vannisa, Vaneza, Vanessah", https://open.spotify.com/track/7hdfU9uBJW1xQ91aSzwXFi
spotify, "Happy Birthday Weiwei, Wei Wei, Wayway, Weywey, Waiwai, Waewae, Weewee, Waywei, Waiwei, Weywei", https://open.spotify.com/track/4xvXbzYFmh3FfrjjbBkYPt
spotify, "Happy Birthday Xiaohui, Xiao Hui, Hsiaohui, Siaohui, Shaohui, Xiaohuei, Shao Hui, Hsiaohuei, Siao Hui, Xaohui", https://open.spotify.com/track/7ypqkFo2jb0SQF2McjxVvD
spotify, "Happy Birthday Xiaomei, Xaohui, Xiao Mei, Hsiaomei, Siaomei, Shaomei, Xiaomay, Shao Mei, Hsiaomay, Siao Mei, Xaomei", https://open.spotify.com/track/68Gj4UdAG9gPk6CPw2VZ7Q
spotify, "Happy Birthday Xuemei, Xue Mei, Hsuemei, Sumei, Shuemei, Shue Mei, Hsueh Mei, Xwemei, Swei Mei, Xwue Mei", https://open.spotify.com/track/7vfkj2L1sjo64cXFARRHRc
spotify, "Happy Birthday Adama, Adamah, Adhama, Adhamah, Ademah", https://open.spotify.com/track/1KWNxzVFlXzNonXZwdA93e
spotify, "Happy Birthday Ayşe, Ayshe, Aysheh, Ayse, Ayzhe", https://open.spotify.com/track/6tYcAOLwXKzwihuG2Nurbd
spotify, "Happy Birthday Chi, Chee, Chie, Chy, Che, Qi", https://open.spotify.com/track/1CsSyfQWkYL2OsiXVLtxkq
spotify, "Happy Birthday Ernesto, Earnesto", https://open.spotify.com/track/4lqimyQ53d7DLtJwCdcI29
spotify, "Happy Birthday Ganesh", https://open.spotify.com/track/2EHwrNW1md60nbh20V7J32
spotify, "Happy Birthday Giovanni, Giovani", https://open.spotify.com/track/3l0bNWuUtitkqrSyiPtHug
spotify, "Happy Birthday Hang, Heng, Haeng, Hyang, Heang, Hengh, Heong", https://open.spotify.com/track/69vm4QVFMHprWsXKioS1HN
spotify, "Happy Birthday Ingrid, Ingred, Ingried", https://open.spotify.com/track/62qTBKJmL9X6FtSmVF7Gyh
spotify, "Happy Birthday Jacques", https://open.spotify.com/track/6MxL1rmk1I9cDLHn33j0Rk
spotify, "Happy Birthday Jamila, Jamilah, Jameela, Jameelah, Jamyla, Jamillah, Jamileh, Djamilah, Jemila, Gemila", https://open.spotify.com/track/0mze04yt8fH24xUC6WNgTp
spotify, "Happy Birthday Jianfeng, Jian Feng, Jiānfēng, Chien-feng , Jyanfen, Gyanfeng , Jianpheng, Jiangfeng, Janfeng, Jienfeng", https://open.spotify.com/track/5rxGgcIL9tu5SspnlW3X2p
spotify, "Happy Birthday Juliana, Julianna, Giuliana, Julliana, Jiuliana", https://open.spotify.com/track/6ntIrvTaeSHL7di4sKbMN0
spotify, "Happy Birthday Mahesh, Maheshh, Mahes, Maheesh, Mahish, Mahishh, Maheshe, Mahaesh", https://open.spotify.com/track/5kqb1F0sN0KJioeFKIooyx
spotify, "Happy Birthday Nikita, Niquita, Nikitta, Niketa, Necita, Nyceta, Nekita, Neketa, Niquete, Nykita", https://open.spotify.com/track/6WUGec4LZJJ2aZNku8IzvC
spotify, "Happy Birthday Nina, Nena, Neena, Nyna, Neenah", https://open.spotify.com/track/03HaMtqUZvPP7ISDehOOvP
spotify, "Happy Birthday Oksana, Oksanna, Oxana, Ocsana", https://open.spotify.com/track/3mzYUmYfBR8mN5HeJT0LoC
spotify, "Happy Birthday Osman, Osmon", https://open.spotify.com/track/6Edfs5vmG3oth4v0iDkRLY
spotify, "Happy Birthday Petra", https://open.spotify.com/track/0mgNAkL5TDfXW9MFbCCwHI
spotify, "Happy Birthday Phuong, Phoung, Phong, Fuong, Phuongh, Pheung, Phwong", https://open.spotify.com/track/12ED5qcWzGAmKctNhvtnn2
spotify, "Happy Birthday Qiong, Kiong, Chiong, Tsiung, Tiong, Kyong, Chyong, Chiung, Chong", https://open.spotify.com/track/3urIe8aGPiSDclOyMqZbmk
spotify, "Happy Birthday Quan, Kwan, Kuan, Quon, Qwan, Quann, Qian, Khuan, Qwon, Quawn", https://open.spotify.com/track/4b3pRVmRSQkCp2BgKmn4TE
spotify, "Happy Birthday Raja, Rajah, Rajaah", https://open.spotify.com/track/5IakGHpB1IafHM7gNlwCqo
spotify, "Happy Birthday Savita, Savitha, Sawita, Saveta, Savitah, Savieta", https://open.spotify.com/track/2yjqUimrLv7VY07iAzZYCW
spotify, "Happy Birthday Shuang", https://open.spotify.com/track/447JCXmK4dnSkuNf23BTXo
spotify, "Happy Birthday Sultan, Sultaan, Soltan, Soltane, Sulthan, Soultan, Sooltan, Sultaun", https://open.spotify.com/track/66WG0zz1VK6AIRRBiG4Z4B
spotify, "Happy Birthday Sumitra, Sumithra, Somitra, Sumetra, Sumethra, Sumitrah, Sumeetra, Sumetrah", https://open.spotify.com/track/3G0znJ3j4UzUERGbQ4w6hc
spotify, "Happy Birthday Trang, Traang, Tranng, Trangg, Trangue", https://open.spotify.com/track/7wYSWKvwckhmtmTk675TUV
spotify, "Happy Birthday Weidong, Wei Dong, Wei Tung, Waidong, Waydong, Weidung, Weidang, Vaidong, Weydong", https://open.spotify.com/track/7eXsCLPUHfMw5DBzCFJkFn
spotify, "Happy Birthday Wilson, Willson", https://open.spotify.com/track/7uL4RgbKm27Eh0WNEBPkhj
spotify, "Happy Birthday Xiaojun, Xiao Jun, Hsiao Chun, Siaojun, Syaodzun, Shaodzun, Xiaojoon, Hsiaochun, Siao Chun, Shaojun", https://open.spotify.com/track/6oxP5pPVUBa4b1ylFVazWL
spotify, "Happy Birthday Xiaoying, Xiao Ying, Hsiaoying, Siaoying, Syaoying, Shaoying, Xiaojing, Shiao Ying, Xiaojin, Siao Yin", https://open.spotify.com/track/1VRGCS3batEXkeJegjvdDo
spotify, "Happy Birthday Yasmin, Yasmeen, Yasmine, Yasamin, Yasmein, Yasiman, Yasmeene, Yasminn, Yasmyne, Yasmyn", https://open.spotify.com/track/4De8dfFi8eth0TXrL7wAVe
spotify, "Happy Birthday Yin, Yinn, Yyn, Yeen, Yynne, Yihnn, Yynn, Yein, Yeinn", https://open.spotify.com/track/670JFf0vr6jKZoPG7Qgfv6
spotify, "Happy Birthday Zhigang, Chigang, Zhi Gang, Chi Gang, Jigang, Chigang, Zhegang, Jhigang, Zhygang, Zhiegang", https://open.spotify.com/track/2e6WteAw15d5XsZ19F4jaV
spotify, "Happy Birthday Zhiming, Chiming, Zhi Ming, Chi Ming, Jhiming, Zhemeeng, Zimeng, Zheeming, Zhyming, Zhiemeeng", https://open.spotify.com/track/7Icb36f8dzDsxTbVTgI27U
spotify, "Happy Birthday Agus, Aguss, Agos, Aguss, Aghus, Agoos, Agouss, Aghos, Aghuss", https://open.spotify.com/track/1Ig9GqMmYWPnljUV8fTXzL
spotify, "Happy Birthday Alfred, Alfried, Alfrid, Alfreed, Alphred, Alferd, Alfrede, Allfred", https://open.spotify.com/track/0gMLf7vAAP9FFxG81U2lzw
spotify, "Happy Birthday Anwar, Anwer, Enwar, Anwaar, Anuar, Anouar, Anwaer, Anvvar, Anuwar, Anvaar", https://open.spotify.com/track/1OwpNAtW3mP6XTytDuFEUT
spotify, "Happy Birthday Armando", https://open.spotify.com/track/0CulbRFfs3KapHbwy4lSSy
spotify, "Happy Birthday Arun, Arune, Aroon, Aroone, Arunn, Arrun, Arrune", https://open.spotify.com/track/4Njll3gc2yw4yhnxmbEEDO
spotify, "Happy Birthday Brigitte, Brigette, Bridget, Bridgett, Brigitt, Briget, Briggite, Bridgitte, Bridgit", https://open.spotify.com/track/4N1720dkcVXLyV8lzoNqk9
spotify, "Happy Birthday Chun, Choon, Cheun, Chune, Chunn, Choon, Chuen", https://open.spotify.com/track/3VUjb10aGrASs9Hw0L6mAQ
spotify, "Happy Birthday Diego, Díego, Deego, Dieggo, Dyego, Diegho, Diegoh, D'ego", https://open.spotify.com/track/37i4quhsl312544DkqmxiC
spotify, "Happy Birthday Galina, Galyina, Galena, Galeena, Ghalina, Ghalyna, Ghalena, Galinna, Galyena, Ghalinna", https://open.spotify.com/track/4rdb2otDUHpCK8AZ8XCJCn
spotify, "Happy Birthday Gopal, Gopaal, Gopall, Gopaull, Gopaul, Gopaol, Gopul", https://open.spotify.com/track/5iGO9kh9tsL0T2x8H48Iqu
spotify, "Happy Birthday Hiroshi", https://open.spotify.com/track/3fqQs0eKmnzPni58QK8MWB
spotify, "Happy Birthday Huan, Hwan, Huann, Hwann, Huane, Hwane, Hwon, Hwanne", https://open.spotify.com/track/1ewHgq2EgAY5LKFi9eQsRI
spotify, "Happy Birthday Irma, Eerma, Erma, Irmah, Irhma, Eirma, Ierma, Yrma, Eyrma", https://open.spotify.com/track/291JrShiJEV6nZ4gWegFEI
spotify, "Happy Birthday Jianming, Jienming, Jianning, Jian Ming, Jiangming, Jyanming, Jyanmin, Jianmingh", https://open.spotify.com/track/72NAWRbqPztMNIJ5xGdYah
spotify, "Happy Birthday Jingjing, Jing Jing, Jinjing, Jengjeng, Jeng Jeng, Gingging", https://open.spotify.com/track/3LlcVKpjjBfXiJnLrUmtpT
spotify, "Happy Birthday Karim, Kareem, Karrem, Karem, Kaream, Kariem, Karum, Qareem, Qarim", https://open.spotify.com/track/2VzCYJAk63VdXFWF8KRUMd
spotify, "Happy Birthday Kenji", https://open.spotify.com/track/3FVThHsCppNTdpZSud2j6P
spotify, "Happy Birthday Lalita, Lalitta, Laleeta, Lalitha, Laleetha, Lalitah, Lalitaa, Laleata", https://open.spotify.com/track/1GrbnS4k3cZhl8OFaEqHZ7
spotify, "Happy Birthday Louis, Lewis, Luis", https://open.spotify.com/track/6S9oJEkbRsrrR5ucgV8mkP
spotify, "Happy Birthday Lyudmila, Ludmila, Ljudmila, Lyudmilla, Ljudmilla, Liudmila, Ljudmela, Ludmilla, Liudmilla, Ludmela", https://open.spotify.com/track/3T2HJCeCevpQVJrQnQvqaf
spotify, "Happy Birthday Magdalena, Magdalina, Magdelena, Magdalenna", https://open.spotify.com/track/57DjklWt2svN2ss9hAPQm9
spotify, "Happy Birthday Marcelo, Marcello, Marcillo, Marcilio, Marselo, Marzello", https://open.spotify.com/track/1YBwxvFpwAM6CAVQp6u3KW
spotify, "Happy Birthday Mercy, Merci, Mersi, Mercey, Mersy, Merce, Mersei, Mercie, Mearcy, Mersie", https://open.spotify.com/track/1lMoOP3ZzCs5LWu7xpOBrq
spotify, "Happy Birthday Mira, Meera, Myra, Miira, Meara, Mirah, Miera, Mirea, Maira, Mirra", https://open.spotify.com/track/2F5PLe264SZdcpdUHKUTSA
spotify, "Happy Birthday Radha, Radhha, Raadha, Radhaa, Raadhha, Raddha", https://open.spotify.com/track/0i2oFQWxCgqwU00XFAStW6
spotify, "Happy Birthday Samira, Sameera, Samyra, Samiira, Samyrah, Samyera, Sameerah, Samiraah, Samera", https://open.spotify.com/track/3DIyZUnnmtGIQZs1rEMond
spotify, "Happy Birthday Sangita, Sangeeta, Sanghita, Sangitha, Sangeetha, Sangeatha, Sanghitha, Sangheetah, Sangithah", https://open.spotify.com/track/3BWON1WvYSM4PbeqtoamDp
spotify, "Happy Birthday Savitri, Savithri, Savithree, Savetree, Savytree, Sawitri, Sawithri, Savetri, Savitrie, Savitry", https://open.spotify.com/track/0EPv5df2BPExr0hkcPO7Nj
spotify, "Happy Birthday Shankar, Sankar, Shanckar, Shankaar, Shanker, Shancar, Shangkar, Shankarr", https://open.spotify.com/track/2vhb9sjRDMmajrB4Ba7Mds
spotify, "Happy Birthday Sunday", https://open.spotify.com/track/1HchGixFiG0lUC5HK0KWtj
spotify, "Happy Birthday Sushila, Susheela, Sushela, Shushila, Sushilla, Sushyla, Sushillah, Sushillaa, Shushela", https://open.spotify.com/track/0ht9HwSlLFEdkw84iq4cUp
spotify, "Happy Birthday Xiaofeng, Xiao Feng, Xiaopheng, Xiao Pheng, Siaofeng, Siawfeng, Shiaofeng, Xiaufeng", https://open.spotify.com/track/3cxjFscfxNMxN6678LNSZH
spotify, "Happy Birthday Xiaohua, Xiao Hua, Xiaohwa, Xiaohuah, Xiaohuwa, Siaohua, Shiaohua, Xiaohwah, Xiahua", https://open.spotify.com/track/7nnlznxxZkHGdd6XEKYv0w
spotify, "Happy Birthday Yanping, Yan Ping, Yenping, Yanpingg, Yanpeeng, Yenpeeng, Yanpeng, Yanpin, Yanpyng", https://open.spotify.com/track/4GXUJigqRA8uO3o2OYyOgZ
spotify, "Happy Birthday Zhiyong, Zhi Yong, Zhuyong, Zhiyung, Zhiyongg, Zhyong, Zhiyoung, Ziyong, Zhiyon, Zheeyong", https://open.spotify.com/track/5wKid0JQl2WlMMS7G36ky9
spotify, "Happy Birthday Abdo, Abdou, Abdoo", https://open.spotify.com/track/1XWdmR4dri4YUX3CTBhh9a
spotify, "Happy Birthday Ajay, Ajae, Aje, Ajei, Ajai, Ajey, Ajaye, Ajaie, Ajaii, Ajeyy, AJ", https://open.spotify.com/track/5HB7CdS4jlTAVGDXlsId3E
spotify, "Happy Birthday Alain", https://open.spotify.com/track/3V9xlSJI2Ase7UjKgqQJiO
spotify, "Happy Birthday Aleksandra, Alexandra, Alessandra, Aleksandera, Alexsandra, Alexzandra, Alissandra, Alixandra", https://open.spotify.com/track/4ArN2rFqPHsmwkEmKNqnLs
spotify, "Happy Birthday Alicia, Alecia, Alisha, Alycia, Aleesha, Alisia, Aleesia, Alysha, Allicia, Alycya", https://open.spotify.com/track/4dEhgjS1RQodLTlCT3omKq
spotify, "Happy Birthday Alina, Aleena, Alinea, Aleina, Aleana, Allina, Alena, Aleyna, Alinah, Alinna", https://open.spotify.com/track/3d6T2bPQivugnzYxUq2iQD
spotify, "Happy Birthday Amal, Amall, Amael, Amahl, Amale", https://open.spotify.com/track/2V1U8TtobwiSKgwWW2sccP
spotify, "Happy Birthday Amit", https://open.spotify.com/track/2e0TJTko0ebgrFXYl6viXM
spotify, "Happy Birthday An, Ahn, Aan", https://open.spotify.com/track/58BWhLdNbxaXbUr1SlTuOz
spotify, "Happy Birthday Beatrice, Beatrix, Beatriz, Beatrijs, Beatrise, Beatri, Béatrice, Betrys, Beatriss", https://open.spotify.com/track/4ujVp7XGoF0doFgopgWTeh
spotify, "Happy Birthday Bekele, Bekelle, Beqele, Beqeelle, Bkele, Bekell, Bequele", https://open.spotify.com/track/1zyolv90J7VxFVcVLQ3UQS
spotify, "Happy Birthday Caroline, Carolyn, Karoline, Karolinn, Karalyn, Karaline, Karalynn", https://open.spotify.com/track/4sNNADfG08eTyntw2k9dvc
spotify, "Happy Birthday Claude, Claud, Claudd, Cloud, Klaude, Klaud, Kloud", https://open.spotify.com/track/0P6cPC6oqOPRQHmbdDO9Jm
spotify, "Happy Birthday Dilip, Dileep, Dileep, Dilipe, Dilep, Deleep, Delip, Dileapp, Dillip", https://open.spotify.com/track/0oLFyKLngqZwGpyzRVMDgY
spotify, "Happy Birthday Dina, Deena, Dena, Dinah, Dyna", https://open.spotify.com/track/4tVwm7dAEznAHbtZmWoIlW
spotify, "Happy Birthday Felipe, Felippe, Phelipe, Phelippe", https://open.spotify.com/track/1CdaiTBSsaV3kz0LvE6SUZ
spotify, "Happy Birthday Haji, Hadji, Hajji, Haggi, Haaji, Haggie, Hadjie", https://open.spotify.com/track/2XUePZlCjBP55MpBdNztFj
spotify, "Happy Birthday Hans, Hanz, Haans, Hanse, Hance, Haanz, Hanns, Hanes, Haens, Hauns", https://open.spotify.com/track/36KFoCUrrsrPFuLJzsVvQH
spotify, "Happy Birthday Hugo, Hugó", https://open.spotify.com/track/4IwcJuy6GP7yb506CUnDpr
spotify, "Happy Birthday Hung, Hungg, Huang", https://open.spotify.com/track/09KV9CP6VQ8suaI7D9dQ8D
spotify, "Happy Birthday Laoshi, Lao Shi, Laoshie, Laocshi, Laocie, Laoshy, Laoshii, Laoci", https://open.spotify.com/track/489yUbLbP3UzN3Ric7yZXu
spotify, "Happy Birthday Leonardo, Lionardo, Leonhardo", https://open.spotify.com/track/4IkMO4XUdnWuxy4NhzgLpj
spotify, "Happy Birthday Lyubov, Liubov, Lubov, Ljubov", https://open.spotify.com/track/6XkTtPEAa5qtaxEIp2TUb7
spotify, "Happy Birthday Mohan, Mohann, Moahan", https://open.spotify.com/track/7GOntQgviLPVDebUWTbnam
spotify, "Happy Birthday Mona, Monna, Moana, Monah, Mowna, Moyna, Mouna, Moena, Moenah", https://open.spotify.com/track/4KDlvBHgYsODHieOJQBFez
spotify, "Happy Birthday Mukesh, Mukhesh, Mukhish, Mukish, Mukes, Mukech, Mokesh, Mukhesh, Mukiesh", https://open.spotify.com/track/5ZgaRo6xLF7vx4wcCISdzo
